SPECIES,Triphoturus_nigrescens,Benthosema_fibulatum,Benthosema_glaciale,Benthosema_panamense,Benthosema_suborbitale,Bolinichthys_distofax,Bolinichthys_indicus,Bolinichthys_longipes,Bolinichthys_nikolayi,Bolinichthys_photothorax,Bolinichthys_pyrsobolus,Bolinichthys_supralateralis,Centrobranchus_andreae,Centrobranchus_choerocephalus,Centrobranchus_nigroocellatus,Ceratoscopelus_maderensis,Ceratoscopelus_townsendi,Ceratoscopelus_warmingii,Diaphus_aliciae,Diaphus_anderseni,Diaphus_arabicus,Diaphus_bertelseni,Diaphus_brachycephalus,Diaphus_danae,Diaphus_diadematus,Diaphus_diademophilus,Diaphus_dumerilii,Diaphus_effulgens,Diaphus_fragilis,Diaphus_fulgens,Diaphus_garmani,Diaphus_holti,Diaphus_hudsoni,Diaphus_jenseni,Diaphus_luetkeni,Diaphus_malayanus,Diaphus_meadi,Diaphus_metopoclampus,Diaphus_mollis,Diaphus_nielseni,Diaphus_ostenfeldi,Diaphus_pacificus,Diaphus_parri,Diaphus_perspicillatus,Diaphus_phillipsi,Diaphus_problematicus,Diaphus_rafinesquii,Diaphus_regani,Diaphus_richardsoni,Diaphus_schmidti,Diaphus_signatus,Diaphus_splendidus,Diaphus_subtilis,Diaphus_termophilus,Diaphus_theta,Diaphus_thiollierei,Diaphus_vanhoeffeni,Diogenichthys_atlanticus,Diogenichthys_laternatus,Diogenichthys_panurgus,Electrona_antarctica,Electrona_carlsbergi,Electrona_paucirastra,Electrona_risso,Electrona_subaspera,Gonichthys_barnesi,Gonichthys_cocco,Gonichthys_tenuiculus,Gymnoscopelus_bolini,Gymnoscopelus_braueri,Gymnoscopelus_fraseri,Gymnoscopelus_nicholsi,Gymnoscopelus_opisthopterus,Gymnoscopelus_piabilis,Hintonia_candens,Hygophum_atratum,Hygophum_benoiti,Hygophum_hanseni,Hygophum_hygomii,Hygophum_macrochir,Hygophum_proximum,Hygophum_reinhardtii,Hygophum_taaningi,Krefftichthys_anderssoni,Lampadena_anomala,Lampadena_chavesi,Lampadena_luminosa,Lampadena_notialis,Lampadena_pontifex,Lampadena_speculigera,Lampadena_urophaos,Lampanyctodes_hectoris,Lampanyctus_alatus,Lampanyctus_australis,Lampanyctus_crocodilus,Lampanyctus_festivus,Lampanyctus_hubbsi,Lampanyctus_intricarius,Lampanyctus_iselinoides,Lampanyctus_jordani,Lampanyctus_lepidolychnus,Lampanyctus_macdonaldi,Lampanyctus_macropterus,Lampanyctus_nobilis,Lampanyctus_omostigma,Lampanyctus_parvicauda,Lampanyctus_photonotus,Lampanyctus_pusillus,Lampanyctus_steinbecki,Lampanyctus_tenuiformis,Lampanyctus_turneri,Lampanyctus_vadulus,Lampichthys_procerus,Lepidophanes_gaussi,Lepidophanes_guentheri,Lobianchia_dofleini,Lobianchia_gemellarii,Loweina_interrupta,Loweina_rara,Metelectrona_ventralis,Myctophum_affine,Myctophum_asperum,Myctophum_aurolaternatum,Myctophum_brachygnathum,Myctophum_lychnobium,Myctophum_nitidulum,Myctophum_obtusirostre,Myctophum_phengodes,Myctophum_punctatum,Myctophum_selenops,Myctophum_spinosum,Nannobrachium_achirus,Nannobrachium_atrum,Nannobrachium_cuprarium,Nannobrachium_idostigma,Nannobrachium_isaacsi,Nannobrachium_lineatum,Nannobrachium_nigrum,Nannobrachium_regale,Nannobrachium_ritteri,Nannobrachium_wisneri,Notolychnus_valdiviae,Parvilux_ingens,Protomyctophum_andriashevi,Protomyctophum_arcticum,Protomyctophum_bolini,Protomyctophum_crockeri,Protomyctophum_normani,Protomyctophum_parallelum,Protomyctophum_subparallelum,Protomyctophum_tenisoni,Protomyctophum_thompsoni,Scopelopsis_multipunctatus,Stenobrachius_leucopsarus,Stenobrachius_nannochir,Symbolophorus_barnardi,Symbolophorus_boops,Symbolophorus_californiensis,Symbolophorus_evermanni,Symbolophorus_kreffti,Symbolophorus_rufinus,Symbolophorus_veranyi,Taaningichthys_bathyphilus,Taaningichthys_minimus,Taaningichthys_paurolychnus,Tarletonbeania_crenularis,Tarletonbeania_taylori,Triphoturus_mexicanus
Diaphus_dumerilii,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.428426113,0.284319767,0.003767405,0.264466628,0.666096476,0.149408774,0.005751081,0.286166065,0.00716189,0.168153057,0.431611002,0.376497846,0.025184142,0.121605152,0,0.074848519,0.342645261,0.014374344,0.403717903,0.440059485,0.008201942,0.017973325,2.40E-05,0.022002839,0.303407003,0.582544335,0.341736954,0,0.002092631,0.321334457,0.333714878,0.000207085,0.039088555,0.044514302,0.077762394,0.048326869,0.323980628,0.091186773,0.148983688,0.78733059,0.000694927,0.073407499,0.05233258,0.058062525,0.053435815,0.044478186,0.090127523,0.076339199,0,0.483300199,0.127105538,0.430450029,0.753924703,0.002154352,0.365444361,0.772775192,0.059895225,0.423993219,0.471083462,0.29550842,0.159459096,0.186158329,0.405336376,0.286456684,0.032923121,0.370084163,0.162103885,0.316815055,0.401893561,0.00557421,0.317976114,0,0,0.176744899,0.225902461,0.036226552,0.268312284,0.002787504,0.001389621,0.78611717,0.446511711,0.003318355,0.237737567,0.231812374,0.337438851,0.124682465,0.683371106,0.917926721,0.463891728,0.372333002,0.308703148,0.391997278,0.149818629,0.882904468,0.303660082,0.005638814,0.016766728,0.0016026,0.298402365,0.393663544,0.185113258,0.250913545,0.390093593,0.024548447,0.134305873,0.531876998,0.630303571,0,0.376361633,0.643434892,0.001933326,0,0,0.122199042,0.309339532,0,0.066341306,0.113429263,0.050840743,0,0.097335326,0.056655314,0.082778393,0.062955397,0,0.222965217,0,0,0.192774014,0.173364634,0,0.001954904,0.373114137,0.435171768,0.535247117,0.299277805,0.565988908,0.210351122,0,0,6.32E-05
Diaphus_effulgens,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.496213515,0.223232289,0.477208764,0.423536875,0.314168287,0.209874421,0.443757673,0.204139863,0.427597755,0.793228011,0.807285293,0.197195116,0.27525853,5.40E-05,0.469743787,0.744211476,0.311134962,0.474895777,0.285369693,0.197202303,0.232744494,0.227730319,0.206170936,0.513048343,0.242117681,0.548622799,0.042144663,0.140075357,0.06204625,0.751489443,0.023529935,0.223946897,0.004652699,0.100300571,0.165589403,0.706887188,0.148935756,0.360377466,0.436624898,0.016610953,0.112750346,0.024687461,0.051425229,0.017632323,0.003643575,0.131667021,0.154944213,0.007357376,0.284907768,0.30889527,0.758785052,0.369426645,0.367617193,0.670182202,0.365494719,0.042032737,0.749185658,0.599085501,0.568016382,0.338901179,0.0349655,0.4804484,0.611001817,0.121632112,0.779753074,0.373014379,0.235979062,0.823489938,0.047410419,0.463384907,0.004249036,0.029317961,0.36885463,0.267030136,0.196074161,0.482304519,0.033015363,0.000526941,0.418971116,0.680934466,0.262993889,0.494914337,0.424523271,0.277752555,0.316836157,0.398165058,0.424963016,0.711907647,0.853186972,0.515812955,0.584164957,0.294508959,0.394688396,0.575513453,0.122751489,0.260127723,0.19874225,0.613820205,0.521515972,0.434213255,0.1912486,0.718006044,0.339147046,0.303470478,0.688695731,0.357021352,0.003068944,0.082772861,0.510794901,0.199606055,0.047788023,0.038529643,0.192944125,0.712616311,0.033401093,0.0510615,0.077430979,0.025589185,0.031210248,0.193497738,0.092159268,0.23039604,0.048284279,0.019360746,0.519813966,0.029394289,0.024819033,0.423290559,0.315239857,0.058998189,0.325913742,0.091478543,0.454221749,0.381618976,0.717001099,0.640906487,0.391406679,0.013807627,0.013982882,0.057245346
Diaphus_fragilis,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.585125393,0.737677882,0.256392948,0.048228562,0.555701619,0.8644972,0.568061582,0.111858114,0.348286299,0.647514201,0.516045856,0.022938845,0.014768259,0.749284363,0.713327608,0.605715555,0.8272695,0.189328438,0.564441003,0.447667328,0.442503051,0.567263431,0.877700475,0.258347707,0.604812244,0.017015723,0.338926408,0.132611759,0.635248231,0.180598598,0.392786862,0,0.002783044,0.006741424,0.39475186,0.003853349,0.066767674,0.287214833,0.155284487,0.006460581,0.000215235,8.11E-06,0.000468893,0,0.006878212,0.001454415,0.069740035,0.205527423,0.041048183,0.308737355,0.366136929,0.704234942,0.636236863,0.28445998,0.000807861,0.676221979,0.19379888,0.846067431,0.051968335,0.065695668,0.11094969,0.513420517,0.033487286,0.6202092,0.107893587,0.107874599,0.488114399,0.217038921,0.109005039,0.000577195,0.007588469,0.074500829,0.033310276,0.519207225,0.914201945,0.211257495,0.044629922,0.274651189,0.242753331,0.591809073,0.871475415,0.432788007,0.583310943,0.078257363,0.258453142,0.284319767,0.302008256,0.572737896,0.103059154,0.588415333,0.063729907,0.283943468,0.84396982,0.410359994,0.515667096,0.512027552,0.759821945,0.839261474,0.15057835,0.058653589,0.710723155,0.706375978,0.096095634,0.343113456,0.229569171,0.058393839,0.158097423,0.531170685,0.455653357,0.031991334,0.029900573,0.012931092,0.690214023,0.017124845,0.000944248,0.005614169,0.000376162,0.016399991,0.01226877,0.004866141,0.023985984,0.000793105,0.001057439,0.26540707,0.007455878,0.005369725,0.138382831,0.043712205,0.040498454,0.708562263,0.155404758,0.761317205,0.187428124,0.67499522,0.446913386,0.486537174,0.001352468,0.000500412,0.137399092
Diaphus_fulgens,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.525221371,0.006933633,0.005280699,0.809267376,0.57817147,0.762384915,0.024840448,0.116805284,0.332709865,0.772700618,0.000349135,0.014238529,0.645722809,0.389613586,0.631626529,0.50635313,0.002624938,0.772724549,0.528515317,0.645760241,0.785896068,0.547652782,0.004322738,0.340525911,0.012564091,0.42605987,0.003576073,0.332707987,0.195747338,0.43251777,0,0.000330864,5.72E-05,0.169857117,9.92E-05,0.001699041,0.004382793,0.161084917,0.001067242,0,0,4.68E-05,0,0.001219617,0,0.055934489,0.003292472,0.006220687,0.07696535,0.073068203,0.66173475,0.337397341,0.004080556,5.29E-05,0.340349377,0.001060635,0.501386071,0.008964523,0.002383873,0.004564441,0.306703735,0.008671356,0.293987095,0.024838417,0.002009311,0.194241256,0.352289322,0.006027593,0,0.0092197,0.019083903,0.002205681,0.617233825,0.594399241,0.280661376,0.036187834,0.003408124,0.024324778,0.739621751,0.571732537,0.409023512,0.427475373,0.027669537,0.003367064,0.003767405,0.048959016,0.277584576,0.00250551,0.30734642,0.013334269,0.003767405,0.486113792,0.478801809,0.658310572,0.655606055,0.44642407,0.522621371,0.038251158,0.001167211,0.378698536,0.787876929,0.030666789,0.065865909,0.001441081,0.044316493,0.003702696,0.217428625,0.663257945,0.03247779,0.019987402,0,0.381477044,0.007746982,0.000222697,8.70E-05,1.91E-06,0.007418009,0.00101376,0.000186965,0.000982207,6.99E-05,0.000130555,0.126503349,0.001568549,0.005774457,0.032040632,0.003505064,0.044402385,0.693654036,0.003566558,0.44811408,0.003105802,0.395618152,0.218589872,0.370320523,6.12E-05,0.000668193,0.126768334
Diaphus_garmani,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.249510697,0.075144235,0.50158957,0.735753733,0.526851769,0.150697066,0.356483431,0.58526529,0.51108622,0.045166086,0.034571248,0.696070994,0.646125169,0.555360246,0.756593249,0.141492972,0.576302358,0.485505662,0.359110187,0.577547712,0.729444097,0.212135593,0.501764686,0.004452492,0.390780761,0.110803862,0.59297323,0.166783913,0.477577525,1.56E-05,0.008941871,0.019809227,0.384173979,0.012617317,0.101093051,0.262845034,0.16101011,0.015744804,0.000355824,0.000381915,0.001093906,5.40E-06,0.018995691,0.00800409,0.080024877,0.145330374,0.066798075,0.322661755,0.374052039,0.652142751,0.564291369,0.258817754,0.001603724,0.664750481,0.206241973,0.764104244,0.094629627,0.074145806,0.141652215,0.418130638,0.073017968,0.588476739,0.136052556,0.078104136,0.469650803,0.18765867,0.125905915,0.000362035,0.00394546,0.137796868,0.043478555,0.554695108,0.749505592,0.212433591,0.069811391,0.238487086,0.250913509,0.478757544,0.72882024,0.555494538,0.526936697,0.099985139,0.237454388,0.26307488,0.305041042,0.528692313,0.129786407,0.490360687,0.090622846,0.264520589,0.749024282,0.455510672,0.551433029,0.532132096,0.708272167,0.748849691,0.185417176,0.044420244,0.622023744,0.647814312,0.112662842,0.329686424,0.208656211,0.083048246,0.137541566,0.507105015,0.399694047,0.022940125,0.025405317,0.021645237,0.646311866,0.004673831,0.00373441,0.006806868,0.000637399,0.003243093,0.03281515,0.003552512,0.027558029,0.00188755,0.001508239,0.318830993,0.001897151,0.006854147,0.177761733,0.085140053,0.021126685,0.633330755,0.126952348,0.670646344,0.175181627,0.620053477,0.430397448,0.465570064,0.000654957,0.000380394,0.128838812
Diaphus_holti,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.21241566,0.007113509,0.248368577,0.011213708,0.221934197,0.469108687,0.366691547,0.026350492,0.165987864,0.000626101,0.092270079,0.330352722,0.024456103,0.315291358,0.590467325,0.01548415,0.021142224,0.001412561,0.028775146,0.261315377,0.38173696,0.293223958,4.27E-05,0.021951852,0.199641715,0.349964596,0.016661747,0.043753535,0.003006379,0.040617909,0.051641137,0.366180337,0.072344862,0.207036306,0.785725873,0.017944923,0.040157871,0.011291497,0.021888379,0.013383308,0.003186879,0.073657683,0.09709907,0.012346513,0.595229319,0.182159597,0.456872167,0.528553137,0.02100923,0.385434012,0.561953717,0.020228319,0.428534191,0.578151209,0.277375496,0.205622652,0.162375458,0.509177526,0.292584435,0.05072243,0.365882007,0.198248581,0.514911508,0.41988634,0.010459871,0.388572542,0.005493247,0,0.228070669,0.258635231,0.04458354,0.233161831,0.012942951,0.015191989,0.664615299,0.507208296,0.00631777,0.228816615,0.215428649,0.193304742,0.151977678,0.621062311,0.667083076,0.507134844,0.376087888,0.428621577,0.393283771,0.165484127,0.611575642,0.281234952,0.026251737,0.020463702,0.011690438,0.318495584,0.32464321,0.232008094,0.44143477,0.378632409,0.031233029,0.100702928,0.574625591,0.535773962,0.016584258,0.237204108,0.540611482,0.003477537,0.002506884,0.003001469,0.187229849,0.332880111,0.003455462,0.035213691,0.189883502,0.010133532,0.002764116,0.074038522,0.038068405,0.107922097,0.026125506,0,0.25019036,2.49E-05,3.60E-05,0.262669404,0.232734855,0.002611021,0.019557625,0.263459564,0.335894944,0.779118481,0.314384405,0.512472509,0.241602394,0,0,0.019890987
Diaphus_hudsoni,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.004179032,0.04412367,0.006298029,0.729377122,0.406988136,0.225314646,0.0054588,0.874330499,9.93E-05,0.133457,0.182669426,0.023436833,0.032109927,4.66E-06,0.007187117,0.007858042,0.003800935,0.013480477,0.050292586,0.005311595,0.139128214,0,0.013176997,0.013765162,0.254716607,0.033614409,0.042014405,0.049294577,0.2623878,0.626855267,0.427091084,0.482969415,0.621166457,0.128401505,0.035673982,0.333563992,0.101433371,0.204361689,0.117094551,0.046273668,0.45258326,0.622838624,0.022690971,0,0.882220947,0.421705239,0.102540942,0.081776102,0.172378161,0.071604828,0.144761567,0.179735187,0.378865771,0.103205987,0.839564314,0.022634272,0.54453264,0.122134431,0.356876422,0.282477785,0.863464955,0,0.362901587,0.010154559,0.704485539,0.050391487,0,0.690616264,0.44180467,0.001758399,0.041644663,0.017210148,0.020303712,0.109091049,0.519363261,0.022713604,0.072362182,0.17503198,0.010025774,0.83047915,0.114221294,0.163426527,0.509828318,0.270149502,0.566441497,0.120260963,0.70486169,0.137274667,0.131465662,0.02275176,0.013992532,0.00812542,0.131787588,0.060998717,0.540896415,0,0.159873871,0.036757541,0.436959399,0.425549759,0.076505325,0.022084891,0.022333611,0.059688155,0.002352455,0,0,0.489512744,0.212080314,0.000506335,0.197819163,0,0.114193433,0,0.576064031,0.337678394,0.709608774,0.194174332,0,0.497278539,0,0,0.753480329,0.871632312,0,0.047708336,0.039686721,0.030382466,0.19773591,0.198174425,0.139387412,0.048015269,0,0,0.043864485
Diaphus_jenseni,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.60275474,0.834961895,0.029929371,0.120062466,0.314717283,0.814073465,5.86E-05,0.002674759,0.610071388,0.375012469,0.600498111,0.5105176,0.001050843,0.818641063,0.645827996,0.562047077,0.765005409,0.565676673,0.006344456,0.377024219,8.84E-05,0.492412769,0.00424986,0.294509742,0.154685904,0.508730111,0,0.000334938,0.000167125,0.14001848,0.000116702,0.005991359,0.006452339,0.12166059,0.001026998,0,0,0,0,0.001301442,0,0.030522403,0.001760935,0.006074512,0.090829006,0.063745333,0.600541916,0.280322856,0.006064232,3.05E-05,0.308913959,0.007793753,0.507454038,0.008425963,0.002359477,0.006373805,0.240100722,0.015468794,0.30484476,0.026964497,0.000573499,0.186369833,0.323234871,0.004780505,0,0.000474198,0.025637535,0.000925826,0.584019969,0.590220366,0.240252519,0.014815141,0.005725398,0.031640032,0.614021522,0.510606298,0.454218294,0.50968425,0.024854646,0.005981029,0.005751081,0.05611479,0.259213513,0.005476719,0.240891717,0.013354245,0.005751081,0.472840471,0.437432604,0.633916396,0.510883978,0.391303225,0.497317391,0.049158413,0.000328392,0.359605836,0.739278015,0.034111413,0.071780548,0.003703058,0.02114435,0.005637901,0.209843566,0.633488667,0.008453342,0.002273146,0,0.342218087,0.001438192,0.000186359,1.42E-05,0,0.002810325,0.002208512,6.51E-05,0.000253746,2.62E-05,0,0.146913929,0,0.000779232,0.033745698,0.005394552,0.006543593,0.620233207,0.003693954,0.465045191,0.002168396,0.353790676,0.162351216,0.275667359,0,0,0.066930192
Diaphus_luetkeni,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.612943479,0.102568205,0.317315787,0.581714421,0.563826898,0.020765767,0.006805061,0.723375348,0.649657026,0.58270447,0.84388051,0.175629658,0.611090534,0.518983838,0.390103503,0.600671235,0.87245141,0.260575799,0.600371381,0.003672095,0.405239344,0.15772101,0.568559634,0.165824086,0.469276666,7.20E-06,0.002793085,0.009557291,0.352241932,0.004010257,0.060469463,0.288312957,0.144007994,0.006384887,0.000294742,3.86E-06,0.000644296,0,0.008220909,0.00209935,0.055094982,0.194982833,0.040097979,0.281994068,0.365832944,0.656265909,0.546803086,0.285876219,0.001013286,0.612025978,0.166639812,0.840852063,0.042120965,0.081691336,0.102008713,0.419493208,0.034602938,0.607882316,0.104352285,0.093262457,0.449747806,0.22196648,0.099875561,0.001692712,0.001429975,0.074208297,0.032431691,0.525270149,0.88143146,0.208387431,0.029546168,0.265585334,0.222093142,0.524722474,0.788532123,0.479676965,0.660262282,0.073905157,0.24427747,0.286166065,0.281854253,0.515915244,0.089911353,0.50418405,0.061558159,0.286010959,0.821929934,0.420992577,0.533195384,0.461737497,0.689195828,0.799781374,0.142475431,0.048806111,0.627917259,0.694515634,0.087864555,0.317816934,0.211620402,0.045125454,0.185491815,0.518052909,0.423840986,0.013828574,0.010501645,0.007820426,0.624519262,0.006772637,0.001141895,0.004854405,0.000490868,0.008130868,0.013378299,0.005128679,0.020417361,0.000969836,0.00099004,0.26348372,0.002211343,0.002706982,0.131052962,0.043831772,0.015546951,0.653386033,0.177702374,0.77376307,0.175824705,0.612018836,0.375727281,0.431477806,0.001396717,0.000213339,0.10169146
Diaphus_malayanus,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.033280235,0.122164251,0.303833093,0.737723984,0.00040167,0.013572471,0.630143954,0.359433967,0.603155873,0.532526608,0.00515219,0.884578365,0.613068835,0.494778723,0.759641028,0.57678911,0.007888589,0.415697453,0,0.453789772,0.00390972,0.309590229,0.215197383,0.491151556,0,0.000373859,0.000135767,0.155553604,0.000151822,0.013266715,0.007776524,0.181470063,0.001262237,0,0,7.04E-06,0,0.001321206,0,0.060892365,0.005860864,0.007265411,0.097798473,0.084584249,0.644767093,0.297833812,0.007474821,0.000113655,0.335595928,0.017962486,0.510992776,0.00795656,0.001436884,0.005832009,0.243108785,0.021272834,0.305579955,0.031893454,0.002589957,0.192120971,0.353302439,0.008482349,7.04E-06,3.08E-05,0.024027658,0.001497389,0.587392204,0.591739335,0.301729577,0.048325975,0.006840408,0.038971029,0.606921928,0.52464385,0.402461471,0.567344433,0.028708986,0.007279033,0.00716189,0.067005745,0.256436849,0.0101749,0.259164456,0.015772205,0.00716189,0.491573401,0.523035423,0.588373806,0.530703714,0.425517526,0.492795033,0.052798569,0.000814772,0.345279154,0.744944538,0.03613589,0.084284904,0.006614634,0.05510572,0.005743192,0.24105489,0.640149711,0.003059242,0.008715026,0,0.364304137,0.001630553,0.00019647,0.000134439,1.08E-05,0.002428743,0.002408094,0.000143679,0.000446662,0.000103253,0,0.147228393,0,5.11E-05,0.041520033,0.003868395,0.004036579,0.662765493,0.0022371,0.499677517,0.004775696,0.36586683,0.130326121,0.298047195,0,0,0.113968494
Diaphus_meadi,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.547888718,0.33276409,0.03176268,0.654353985,0,0.223875102,0.28485197,0.084679591,0.089202314,2.02E-05,0.027146683,0.057525122,0.033610471,0.032878078,0.128972397,0.018067222,0.230014102,1.91E-06,0.04117709,0.009412643,0.327393894,0.001231539,0.108097548,0.008440139,0.166434995,0.449520828,0.45813419,0.312952765,0.742757901,0.154285159,0.001476983,0.212038373,0.04047748,0.09992013,0.038720454,0.007168102,0.292645727,0.409594264,0.002289242,7.23E-06,0.747179731,0.574944068,0.114436903,0.142145908,0.229936028,0.096891214,0.069258563,0.260238713,0.508668348,0.186671838,0.77646141,0.015436446,0.49545512,0.172478327,0.322198979,0.382854906,0.740187104,7.23E-06,0.462907509,0.006492523,0.55999905,0.020923183,0,0.799711201,0.301873618,0.013997861,0.113759157,0.00244255,0,0.139212879,0.628134633,0.051342755,0.124883377,0.266681326,0.038267174,0.644432864,0.151832135,0.178603707,0.581373806,0.361666166,0.664177309,0.147184704,0.530941784,0.162532682,0.201887912,0.014163253,0.061066861,0.018688092,0.183219673,0.123968742,0.739507134,9.14E-06,0.24998027,0.114027226,0.379845364,0.497894006,0.107930883,0,0.018726708,0.093797886,0.024252505,0,0,0.459035224,0.28145435,0,0.098549751,0,0.045914313,0,0.409916789,0.193689297,0.492631962,0.093718331,0,0.722723067,0,0,0.902772853,0.692242914,1.91E-06,0.096533572,0.022309118,0.088160442,0.188639659,0.260127703,0.205560388,0.050343413,0,0,0.005591654
Diaphus_metopoclampus,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.647391327,0.114760313,0.358606561,2.49E-05,0.355586097,0.588902924,0.199318801,0.336572929,0.314818299,0.115172917,0.160597984,0.124232517,0.121692249,0.374506453,0.219642645,0.495378601,0.018905374,0.117271578,0.035771085,0.614105243,0.008202444,0.1960498,0.00328351,0.109167853,0.221302628,0.693261003,0.177031491,0.466921626,0.467783669,0.006096076,0.130913068,0.021268112,0.052623579,0.016273459,0.002007918,0.161922051,0.198510326,0.00661665,0.315168053,0.407259268,0.892036433,0.315414643,0.256361268,0.530446114,0.353462319,0.040157155,0.614764864,0.703621722,0.426206628,0.433498607,0.027868384,0.580963298,0.509161581,0.17985419,0.668268146,0.470022992,0.289268509,0.783744218,0.03057439,0.563886976,0.009628108,0.016046458,0.462038627,0.317557273,0.105590463,0.334401593,0.019496038,0.00016888,0.435828394,0.818962483,0.158507735,0.343196919,0.350840287,0.196795916,0.403674221,0.418175417,0.420060199,0.806615346,0.705222388,0.677684619,0.479309104,0.354338958,0.378736762,0.442597126,0.071757651,0.161892313,0.089830222,0.459926744,0.375402963,0.546601227,0.252324035,0.577404601,0.231327684,0.3230682,0.785494486,0.369133358,0.001599548,0.055222898,0.456583271,0.099457379,0.021535903,0.014996831,0.253152598,0.571736938,0.013222885,0.053112235,0.105711244,0.023352142,0.011567422,0.242812374,0.108528253,0.285412971,0.049439094,0.009844207,0.614904152,0.013527746,0.014544871,0.536448154,0.39805229,0.02467896,0.209124842,0.069129466,0.34816627,0.43870767,0.570913245,0.544317988,0.278557773,0.006944429,0.006323785,0.026060427
Diaphus_mollis,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,0.291646211,0.190332358,0.000203349,0.588891051,0.908614329,0.439830835,0.599250709,0.23175594,0.29429441,0.312239858,0.311839448,0.308496695,0.649852162,0.249816699,0.59312651,0.051335262,0.205395028,0.093456006,0.843715467,0.059782532,0.287015473,0.000532542,0.055011434,0.091806656,0.624813761,0.088899029,0.283658291,0.382655843,0.044820564,0.062355545,0.007130771,0.018480672,0.004406143,0.000149879,0.074084029,0.08664893,0.02129901,0.233624507,0.217949459,0.614223407,0.384646692,0.493022322,0.761487116,0.356052045,0.015798103,0.779551512,0.478615475,0.719656546,0.243162515,0.049795504,0.33407469,0.625668793,0.08630705,0.847085239,0.289552881,0.169736498,0.774034368,0.08104053,0.33213981,0.005298864,0.031902613,0.265439256,0.16614609,0.287273806,0.630835339,0.065590727,0.003279291,0.370002247,0.533119161,0.394493472,0.652825096,0.469272702,0.382084775,0.240273999,0.361534135,0.376402182,0.578297867,0.878629288,0.373082146,0.625432366,0.215873572,0.361926014,0.712609723,0.190567488,0.355910266,0.298316903,0.746523374,0.65507136,0.375129448,0.125090683,0.829469412,0.4583356,0.242805921,0.598961222,0.322932003,0.011506857,0.116752109,0.50725094,0.274229923,0.060901859,0.050678727,0.149264244,0.833243899,0.044264892,0.021238606,0.036001791,0.007307339,0.041948374,0.117846914,0.051133217,0.163706557,0.017802332,0.021940612,0.484461187,0.036300938,0.028449147,0.337972337,0.225134866,0.073688091,0.453646456,0.119947595,0.57148298,0.311647235,0.795728543,0.626013005,0.447159277,0.016565505,0.015036897,0.091096999
